id,recipe_id,archetype_id,canonical_food_id,quantity,unit,notes,sub_recipe_id
5310,9087,,2041,2.0,pièce,,
5311,9083,,2041,2.0,pièce,,
5312,9079,,2041,2.0,pièce,,
5313,9078,,2041,2.0,pièce,,
5314,9076,,2041,1.0,pièce,,
5315,9050,,2041,2.0,pièce,,
5316,9049,,2041,2.0,pièce,,
5317,9048,,2041,2.0,pièce,,
5318,9047,,2041,2.0,pièce,,
5319,9046,,2041,2.0,pièce,,
5320,9045,,2041,2.0,pièce,,
5321,9044,,2041,2.0,pièce,,
5322,9043,,2041,500.0,g,,
5323,9042,,2041,2.0,pièce,,
5324,9041,,2041,2.0,pièce,,
5325,9038,,2041,2.0,pièce,,
5326,9016,,2041,1.0,pièce,,
5327,9400,,2041,1.0,pièce,,
5328,9399,,2041,2.0,pièce,,
5329,9398,,2041,2.0,pièce,,
5330,9397,,2041,2.0,pièce,,
5331,9395,,2041,1.0,pièce,,
5332,9392,,2041,1.0,pièce,,
5333,9390,,2041,1.0,pièce,,
5334,178,,2005,1.0,pièce,,
5335,164,,2009,200.0,g,,
5336,353,,2009,500.0,g,,
5337,8992,,2009,500.0,g,,
5338,8970,,2009,300.0,g,,
5339,3,,14024,200.0,ml,,
5340,2,,14024,200.0,ml,,
5341,287,,14024,30.0,ml,,
5342,510,,14024,100.0,ml,,
5343,506,,14024,30.0,ml,,
5344,102,,2026,600.0,g,,
5345,97,,2026,1.0,pièce,,
5346,91,,2026,2.0,pièce,,
5347,82,,2026,2.0,pièce,,
5348,45,,2026,800.0,g,,
5349,206,,2026,1.0,pièce,,
5350,303,,2026,2.0,pièce,,
5351,331,,2026,2.0,pièce,,
5352,308,,2026,2.0,pièce,,
5353,254,,2026,2.0,pièce,,
5354,8936,,2026,800.0,g,,
5355,339,,2026,2.0,pièce,,
5356,563,,2026,3.0,pièce,,
5357,9013,,2026,600.0,g,,
5358,9010,,2026,1.0,pièce,,
5359,8994,,2026,600.0,g,,
5360,8991,,2026,1.0,pièce,,
5361,8972,,2026,2.0,pièce,,
5362,8971,,2026,2.0,pièce,,
5363,8961,,2026,600.0,g,,
5364,8951,,2026,1.0,pièce,,
5365,9050,,2026,3.0,pièce,,
5366,86,,1011,150.0,g,,
5367,227,,9012,1.0,kg,,
5368,8981,,14014,500.0,g,,
5369,76,,2022,1.0,pièce,,
5370,62,,9001,30.0,g,,
5371,60,,2022,300.0,g,,
5372,57,,2022,100.0,g,,
5373,42,,2022,1.0,pièce,,
5374,150,,2022,1.0,pièce,,
5375,263,,9001,6.0,filets,,
5376,178,,2022,1.0,pièce,,
5377,295,,2022,1.0,pièce,,
5378,385,,2022,1.0,pièce,,
5379,370,,2022,300.0,g,,
5380,349,,2022,2.0,pièce,,
5381,340,,9001,8.0,filets,,
5382,562,,9001,8.0,filets,,
5383,562,,2022,1.0,pièce,,
5384,9391,,2022,1.0,pièce,,
5385,9389,,9001,50.0,g,,
5386,161,,14015,200.0,g,,
5387,307,,14015,200.0,g,,
5388,282,,14015,100.0,g,,
5389,256,,14015,400.0,g,,
5390,181,,14015,300.0,g,,
5391,289,,14015,200.0,g,,
5392,287,,14015,100.0,g,,
5393,401,,14015,100.0,g,,
5394,400,,14015,100.0,g,,
5395,393,,14015,100.0,g,,
5396,342,,14015,400.0,g,,
5397,566,,14015,200.0,g,,
5398,549,,14015,200.0,g,,
5399,543,,14015,200.0,g,,
5400,541,,14015,200.0,g,,
5401,539,,14015,200.0,g,,
5402,9011,,14015,500.0,g,,
5403,9370,,14015,200.0,g,,
5404,9366,,14015,200.0,g,,
5405,9365,,14015,300.0,g,,
5406,9355,,14015,300.0,g,,
5407,9270,,14015,200.0,g,,
5408,9104,,14015,300.0,g,,
5409,9099,,14015,300.0,g,,
5410,9079,,14015,400.0,g,,
5411,9076,,14015,300.0,g,,
5412,9045,,14015,400.0,g,,
5413,69,,14032,1.0,cuillère à café,,
5414,158,,14032,1.0,cuillère à soupe,,
5415,9386,,14032,1.0,cuillère à soupe,,
5416,225,,14032,50.0,ml,,
5417,367,,14032,50.0,ml,,
5418,350,,14032,50.0,ml,,
5419,339,,14032,50.0,ml,,
5420,585,,14032,100.0,ml,,
5421,573,,14032,2.0,cuillères à soupe,,
5422,8968,,14032,50.0,ml,,
5423,9382,,14032,100.0,ml,,
5424,9396,,14032,100.0,ml,,
5425,9393,,14032,3.0,c. soupe,,
5426,103,,1015,1.0,pièce,,
5427,102,,1015,1.0,pièce,,
5428,83,,1015,1.0,pièce,,
5429,73,,1015,2.0,pièce,,
5430,130,,1015,2.0,pièce,,
5431,128,,1015,1.0,pièce,,
5432,121,,1015,1.0,pièce,,
5433,293,,1015,1.0,pièce,,
5434,206,,1015,1.0,pièce,,
5435,205,,1015,1.0,pièce,,
5436,196,,1015,1.0,pièce,,
5437,195,,1015,1.0,pièce,,
5438,186,,1015,2.0,pièce,,
5439,173,,1015,2.0,pièce,,
5440,164,,1015,1.0,pièce,,
5441,295,,1015,2.0,pièce,,
5442,240,,1015,2.0,pièce,,
5443,238,,1015,2.0,pièce,,
5444,227,,1015,2.0,pièce,,
5445,224,,1015,2.0,pièce,,
5446,223,,1015,2.0,pièce,,
5447,208,,1015,1.0,pièce,,
5448,203,,1015,1.0,pièce,,
5449,199,,1015,1.0,pièce,,
5450,417,,1015,4.0,pièce,,
5451,349,,1015,3.0,pièce,,
5452,494,,1015,1.0,pièce,,
5453,8889,,1015,3.0,pièce,,
5454,76,,14029,100.0,g,,
5455,57,,14029,100.0,g,,
5456,372,,14029,4.0,feuilles,,
5457,385,,14029,100.0,g,,
5458,196,,9010,500.0,g,,
5459,194,,9010,2.0,kg,,
5460,192,,9010,2.0,kg,,
5461,191,,9010,2.0,kg,,
5462,269,,9010,300.0,g,,
5463,197,,9010,500.0,g,,
5464,77,,14041,1.0,cuillère à café,,
5465,11,,14041,1.0,cuillère à café,,
5466,10,,14041,1.0,cuillère à café,,
5467,9,,14041,1.0,cuillère à café,,
5468,8838,,14041,1.0,sachet,,
5469,8776,,14041,1.0,sachet,,
5470,8962,,8004,500.0,g,,
5471,8935,,8004,500.0,g,,
5472,8979,,2027,1.0,kg,,
5473,421,,10007,1.0,gousse,,
5474,420,,10007,1.0,gousse,,
5475,8894,,10007,1.0,gousse,,
5476,8893,,10007,1.0,gousse,,
5477,8877,,10007,1.0,gousse,,
5478,8870,,10007,1.0,cuillère à café,,
5479,8869,,10007,1.0,cuillère à café,,
5480,8776,,10007,1.0,cuillère à café,,
5481,454,,10007,1.0,cuillère à café,,
5482,452,,10007,1.0,cuillère à café,,
5483,412,,10007,1.0,gousse,,
5484,188,,10007,1.0,gousse,,
5485,419,,10007,1.0,cuillère à café,,
5486,470,,10007,1.0,cuillère à café,,
5487,461,,10007,1.0,cuillère à café,,
5488,457,,10007,1.0,cuillère à café,,
5489,433,,10007,1.0,gousse,,
5490,414,,10007,1.0,gousse,,
5491,8874,,10007,1.0,gousse,,
5492,8854,,10007,2.0,gousse,,
5493,510,,10007,1.0,cuillère à café,,
5494,509,,10007,1.0,cuillère à café,,
5495,506,,10007,1.0,cuillère à café,,
5496,496,,10007,1.0,gousse,,
5497,480,,10007,1.0,gousse,,
5498,8925,,10007,1.0,gousse,,
5499,8924,,10007,1.0,gousse,,
5500,8923,,10007,1.0,gousse,,
5501,8922,,10007,1.0,gousse,,
5502,8918,,10007,1.0,gousse,,
5503,8917,,10007,2.0,gousse,,
5504,8903,,10007,2.0,gousse,,
5505,8899,,10007,2.0,gousse,,
5506,8898,,10007,1.0,gousse,,
5507,8897,,10007,1.0,gousse,,
5508,8896,,10007,2.0,gousse,,
5509,8887,,10007,2.0,gousse,,
5510,8883,,10007,1.0,gousse,,
5511,8882,,10007,1.0,c. café,,
5512,8879,,10007,1.0,gousse,,
5513,8964,,2066,600.0,g,,
5514,8952,,2066,2.0,pièce,,
5515,8938,,2066,600.0,g,,
5516,57,,11002,30.0,g,,
5517,158,,11002,50.0,g,,
5518,236,,11002,50.0,g,,
5519,584,,11002,50.0,g,,
5520,217,,2004,800.0,g,,
5521,215,,2004,800.0,g,,
5522,307,,2003,1.0,pièce,,
5523,282,,2003,1.0,pièce,,
5524,290,,2003,1.0,gros,,
5525,235,,2003,1.0,pièce,,
5526,400,,2003,1.0,pièce,,
5527,340,,2003,800.0,g,,
5528,8965,,2003,600.0,g,,
5529,8939,,2003,600.0,g,,
5530,9016,,2003,600.0,g,,
5531,102,,2018,5.0,g,,
5532,66,,2018,10.0,g,,
5533,97,,6003,1.0,cuillère à café,,
5534,96,,6003,1.0,cuillère à café,,
5535,88,,6003,1.0,cuillère à café,,
5536,160,,6003,1.0,cuillère à café,,
5537,243,,6003,1.0,cuillère à café,,
5538,287,,6003,1.0,cuillère à café,,
5539,337,,6003,1.0,cuillère à café,,
5540,446,,1048,6.0,pièce,,
5541,497,,1048,4.0,pièce,,
5542,8924,,1048,1.0,kg,,
5543,293,,4002,200.0,g,,
5544,296,,4002,200.0,g,,
5545,295,,4002,250.0,g,,
5546,57,,14011,400.0,g,,
5547,155,,14011,400.0,g,,
5548,154,,14011,500.0,g,,
5549,153,,14011,300.0,g,,
5550,151,,14011,500.0,g,,
5551,150,,14011,500.0,g,,
5552,146,,14011,800.0,g,,
5553,138,,14011,1800.0,g,,
5554,136,,14011,1200.0,g,,
5555,9040,,14011,1.0,kg,,
5556,401,,14011,200.0,g,,
5557,393,,14011,400.0,g,,
5558,597,,14011,1.0,kg,,
5559,581,,14011,500.0,g,,
5560,578,,14011,800.0,g,,
5561,573,,14011,600.0,g,,
5562,538,,14011,8.0,escalopes,,
5563,536,,14011,1.5,kg,,
5564,8970,,14011,200.0,g,,
5565,9366,,14011,400.0,g,,
5566,9355,,14011,500.0,g,,
5567,9351,,14011,600.0,g,,
5568,9348,,14011,1.0,kg,,
5569,9321,,14011,600.0,g,,
5570,9319,,14011,600.0,g,,
5571,9318,,14011,600.0,g,,
5572,9317,,14011,600.0,g,,
5573,9279,,14011,400.0,g,,
5574,9278,,14011,400.0,g,,
5575,9050,,14011,800.0,g,,
5576,9049,,14011,800.0,g,,
5577,9048,,14011,800.0,g,,
5578,9047,,14011,800.0,g,,
5579,9046,,14011,1.0,kg,,
5580,9045,,14011,800.0,g,,
5581,9044,,14011,800.0,g,,
5582,9043,,14011,800.0,g,,
5583,9042,,14011,1.0,kg,,
5584,9041,,14011,1.0,kg,,
5585,9038,,14011,1.0,kg,,
5586,9032,,14011,600.0,g,,
5587,395,,14016,100.0,g,,
5588,103,,14037,15.0,g,,
5589,57,,14037,10.0,g,,
5590,42,,14037,5.0,g,,
5591,41,,14037,10.0,g,,
5592,9,,14037,2.0,cuillère à soupe,,
5593,163,,14037,15.0,g,,
5594,162,,14037,15.0,g,,
5595,159,,14037,3.0,cuillère à soupe,,
5596,158,,14037,3.0,cuillère à soupe,,
5597,155,,14037,15.0,g,,
5598,154,,14037,2.0,cuillère à soupe,,
5599,153,,14037,10.0,g,,
5600,151,,14037,1.0,cuillère à café,,
5601,150,,14037,1.0,cuillère à soupe,,
5602,124,,14037,1.0,cuillère à soupe,,
5603,307,,14037,2.0,cuillères à soupe,,
5604,207,,14037,30.0,g,,
5605,422,,14037,25.0,g,,
5606,421,,14037,250.0,g,,
5607,420,,14037,150.0,g,,
5608,8894,,14037,100.0,g,,
5609,8893,,14037,220.0,g,,
5610,8880,,14037,25.0,g,,
5611,8878,,14037,250.0,g,,
5612,8877,,14037,250.0,g,,
5613,8870,,14037,150.0,g,,
5614,8838,,14037,250.0,g,,
5615,8776,,14037,2.0,pot,,
5616,454,,14037,100.0,g,,
5617,453,,14037,200.0,g,,
5618,452,,14037,200.0,g,,
5619,413,,14037,30.0,g,,
5620,412,,14037,100.0,g,,
5621,188,,14037,300.0,g,,
5622,187,,14037,20.0,g,,
5623,186,,14037,15.0,g,,
5624,178,,14037,30.0,g,,
5625,327,,14037,50.0,g,,
5626,284,,14037,60.0,g,,
5627,236,,14037,30.0,g,,
5628,211,,14037,100.0,g,,
5629,526,,14037,60.0,g,,
5630,476,,14037,100.0,g,,
5631,455,,14037,150.0,g,,
5632,432,,14037,100.0,g,,
5633,419,,14037,80.0,g,,
5634,417,,14037,300.0,g,,
5635,416,,14037,150.0,g,,
5636,474,,14037,150.0,g,,
5637,473,,14037,100.0,g,,
5638,472,,14037,100.0,g,,
5639,471,,14037,75.0,g,,
5640,470,,14037,100.0,g,,
5641,466,,14037,50.0,g,,
5642,465,,14037,150.0,g,,
5643,462,,14037,150.0,g,,
5644,461,,14037,150.0,g,,
5645,460,,14037,150.0,g,,
5646,459,,14037,300.0,g,,
5647,458,,14037,200.0,g,,
5648,451,,14037,300.0,g,,
5649,450,,14037,100.0,g,,
5650,449,,14037,100.0,g,,
5651,447,,14037,150.0,g,,
5652,446,,14037,150.0,g,,
5653,445,,14037,150.0,g,,
5654,444,,14037,200.0,g,,
5655,443,,14037,100.0,g,,
5656,441,,14037,150.0,g,,
5657,440,,14037,100.0,g,,
5658,439,,14037,150.0,g,,
5659,436,,14037,100.0,g,,
5660,435,,14037,100.0,g,,
5661,434,,14037,100.0,g,,
5662,433,,14037,150.0,g,,
5663,430,,14037,100.0,g,,
5664,426,,14037,100.0,g,,
5665,418,,14037,100.0,g,,
5666,414,,14037,250.0,g,,
5667,411,,14037,2.0,cuillères à soupe,,
5668,409,,14037,100.0,g,,
5669,406,,14037,20.0,g,,
5670,405,,14037,20.0,g,,
5671,401,,14037,2.0,cuillères à soupe,,
5672,353,,14037,30.0,g,,
5673,339,,14037,30.0,g,,
5674,8875,,14037,100.0,g,,
5675,8874,,14037,100.0,g,,
5676,8872,,14037,100.0,g,,
5677,8871,,14037,200.0,g,,
5678,8868,,14037,150.0,g,,
5679,8867,,14037,100.0,g,,
5680,8866,,14037,100.0,g,,
5681,8865,,14037,100.0,g,,
5682,8864,,14037,100.0,g,,
5683,8863,,14037,100.0,g,,
5684,8862,,14037,100.0,g,,
5685,8861,,14037,100.0,g,,
5686,8860,,14037,100.0,g,,
5687,8859,,14037,100.0,g,,
5688,8858,,14037,100.0,g,,
5689,8857,,14037,100.0,g,,
5690,8856,,14037,100.0,g,,
5691,8855,,14037,100.0,g,,
5692,8854,,14037,100.0,g,,
5693,569,,14037,150.0,g,,
5694,568,,14037,100.0,g,,
5695,531,,14037,60.0,g,,
5696,520,,14037,1.0,cuillère à café,,
5697,509,,14037,100.0,g,,
5698,505,,14037,300.0,g,,
5699,497,,14037,100.0,g,,
5700,496,,14037,200.0,g,,
5701,494,,14037,50.0,g,,
5702,488,,14037,80.0,g,,
5703,487,,14037,100.0,g,,
5704,485,,14037,200.0,g,,
5705,484,,14037,250.0,g,,
5706,483,,14037,100.0,g,,
5707,481,,14037,200.0,g,,
5708,480,,14037,200.0,g,,
5709,479,,14037,100.0,g,,
5710,478,,14037,250.0,g,,
5711,477,,14037,100.0,g,,
5712,475,,14037,150.0,g,,
5713,8926,,14037,100.0,g,,
5714,8925,,14037,100.0,g,,
5715,8924,,14037,100.0,g,,
5716,8923,,14037,100.0,g,,
5717,8922,,14037,100.0,g,,
5718,8921,,14037,50.0,g,,
5719,8918,,14037,150.0,g,,
5720,8917,,14037,150.0,g,,
5721,8916,,14037,150.0,g,,
5722,8914,,14037,150.0,g,,
5723,8913,,14037,150.0,g,,
5724,8912,,14037,150.0,g,,
5725,8911,,14037,150.0,g,,
5726,8910,,14037,200.0,g,,
5727,8909,,14037,150.0,g,,
5728,8908,,14037,150.0,g,,
5729,8907,,14037,150.0,g,,
5730,8906,,14037,150.0,g,,
5731,8905,,14037,150.0,g,,
5732,8904,,14037,150.0,g,,
5733,8903,,14037,150.0,g,,
5734,8902,,14037,100.0,g,,
5735,8901,,14037,100.0,g,,
5736,8900,,14037,100.0,g,,
5737,8899,,14037,100.0,g,,
5738,8898,,14037,100.0,g,,
5739,8897,,14037,150.0,g,,
5740,8896,,14037,80.0,g,,
5741,8892,,14037,100.0,g,,
5742,8891,,14037,100.0,g,,
5743,8890,,14037,150.0,g,,
5744,8889,,14037,150.0,g,,
5745,8888,,14037,100.0,g,,
5746,8887,,14037,100.0,g,,
5747,8886,,14037,100.0,g,,
5748,8884,,14037,100.0,g,,
5749,8883,,14037,150.0,g,,
5750,8882,,14037,150.0,g,,
5751,8881,,14037,100.0,g,,
5752,8879,,14037,100.0,g,,
5753,9330,,14037,2.0,c. soupe,,
5754,9325,,14037,100.0,g,,
5755,9317,,14037,2.0,c. soupe,,
5756,9394,,14037,2.0,c. soupe,,
5757,104,,3001,12.0,pièce,,
5758,39,,3001,200.0,g,,
5759,145,,3001,200.0,g,,
5760,136,,3001,250.0,g,,
5761,135,,3001,200.0,g,,
5762,134,,3001,250.0,g,,
5763,133,,3001,5.0,pièce,,
5764,131,,3001,300.0,g,,
5765,125,,3001,200.0,g,,
5766,124,,3001,750.0,g,,
5767,123,,3001,600.0,g,,
5768,120,,3001,50.0,g,,
5769,8928,,3001,500.0,g,,
5770,103,,8002,10.0,g,,
5771,97,,1005,1.0,pièce,,
5772,91,,1005,2.0,pièce,,
5773,79,,1005,1.0,pièce,,
5774,76,,1005,2.0,pièce,,
5775,75,,1005,2.0,pièce,,
5776,74,,1005,2.0,pièce,,
5777,57,,1005,100.0,g,,
5778,153,,1005,2.0,pièce,,
5779,137,,1005,2.0,pièce,,
5780,136,,1005,2.0,pièce,,
5781,135,,1005,2.0,pièce,,
5782,134,,1005,2.0,pièce,,
5783,132,,1005,1.0,pièce,,
5784,131,,1005,2.0,pièce,,
5785,126,,1005,3.0,pièce,,
5786,125,,1005,3.0,pièce,,
5787,124,,1005,1.0,pièce,,
5788,307,,1005,2.0,pièce,,
5789,282,,1005,2.0,pièce,,
5790,206,,1005,2.0,pièce,,
5791,174,,1005,2.0,pièce,,
5792,167,,1005,300.0,g,,
5793,166,,1005,4.0,pièce,,
5794,165,,1005,2.0,pièce,,
5795,331,,1005,2.0,pièce,,
5796,327,,1005,800.0,g,,
5797,296,,1005,2.0,pièce,,
5798,289,,1005,2.0,pièce,,
5799,245,,1005,2.0,pièce,,
5800,235,,1005,2.0,pièce,,
5801,229,,1005,600.0,g,,
5802,226,,1005,2.0,pièce,,
5803,218,,1005,3.0,pièce,,
5804,540,,1005,4.0,pièce,,
5805,9040,,1005,4.0,pièce,,
5806,458,,1005,300.0,g,,
5807,401,,1005,1.0,pièce,,
5808,400,,1005,2.0,pièce,,
5809,395,,1005,1.0,pièce,,
5810,353,,1005,2.0,pièce,,
5811,536,,1005,3.0,pièce,,
5812,533,,1005,2.0,pièce,,
5813,9014,,1005,600.0,g,,
5814,8993,,1005,600.0,g,,
5815,8992,,1005,1.0,pièce,,
5816,8991,,1005,2.0,pièce,,
5817,8983,,1005,2.0,pièce,,
5818,8982,,1005,2.0,pièce,,
5819,8980,,1005,2.0,pièce,,
5820,8979,,1005,2.0,pièce,,
5821,8978,,1005,2.0,pièce,,
5822,8977,,1005,2.0,pièce,,
5823,8972,,1005,2.0,pièce,,
5824,8971,,1005,2.0,pièce,,
5825,8970,,1005,2.0,pièce,,
5826,8967,,1005,2.0,pièce,,
5827,8958,,1005,600.0,g,,
5828,8953,,1005,3.0,pièce,,
5829,8951,,1005,2.0,pièce,,
5830,8948,,1005,2.0,pièce,,
5831,8947,,1005,2.0,pièce,,
5832,8930,,1005,600.0,g,,
5833,9385,,1005,2.0,pièce,,
5834,9363,,1005,2.0,pièce,,
5835,9361,,1005,2.0,pièce,,
5836,9308,,1005,6.0,pièce,,
5837,9244,,1005,3.0,pièce,,
5838,9243,,1005,3.0,pièce,,
5839,9242,,1005,3.0,pièce,,
5840,9241,,1005,3.0,pièce,,
5841,9147,,1005,2.0,pièce,,
5842,9142,,1005,2.0,pièce,,
5843,9141,,1005,2.0,pièce,,
5844,9140,,1005,2.0,pièce,,
5845,9136,,1005,3.0,pièce,,
5846,9135,,1005,4.0,pièce,,
5847,9087,,1005,2.0,pièce,,
5848,9076,,1005,3.0,pièce,,
5849,9049,,1005,2.0,pièce,,
5850,9048,,1005,2.0,pièce,,
5851,9047,,1005,2.0,pièce,,
5852,9046,,1005,600.0,g,,
5853,9042,,1005,4.0,pièce,,
5854,9041,,1005,800.0,g,,
5855,9038,,1005,3.0,pièce,,
5856,9400,,1005,2.0,pièce,,
5857,9399,,1005,3.0,pièce,,
5858,9398,,1005,3.0,pièce,,
5859,9397,,1005,3.0,pièce,,
5860,97,,10002,1.0,cuillère à café,,
5861,96,,10002,1.0,cuillère à café,,
5862,160,,10002,10.0,g,,
5863,159,,10002,10.0,g,,
5864,158,,10002,10.0,g,,
5865,155,,10002,10.0,g,,
5866,154,,10002,10.0,g,,
5867,153,,10002,20.0,g,,
5868,149,,10002,1.0,cuillère à café,,
5869,307,,10002,10.0,g,,
5870,282,,10002,10.0,g,,
5871,243,,10002,20.0,g,,
5872,207,,10002,1.0,cuillère à soupe,,
5873,178,,10002,10.0,g,,
5874,336,,10002,20.0,g,,
5875,292,,10002,10.0,g,,
5876,290,,10002,10.0,g,,
5877,285,,10002,10.0,g,,
5878,284,,10002,10.0,g,,
5879,283,,10002,10.0,g,,
5880,235,,10002,10.0,g,,
5881,220,,10002,20.0,g,,
5882,392,,10002,10.0,g,,
5883,333,,10002,20.0,g,,
5884,456,,10002,1.0,cuillère à café,,
5885,408,,10002,10.0,g,,
5886,400,,10002,10.0,g,,
5887,399,,10002,10.0,g,,
5888,393,,10002,10.0,g,,
5889,337,,10002,15.0,g,,
5890,9155,,10002,20.0,g,,
5891,9154,,10002,20.0,g,,
5892,8925,,1009,1.0,kg,,
5893,97,,5008,100.0,g,,
5894,96,,5008,100.0,g,,
5895,58,,5008,400.0,g,,
5896,293,,5008,100.0,g,,
5897,247,,5008,400.0,g,,
5898,611,,5008,400.0,g,,
5899,8984,,5008,300.0,g,,
5900,9140,,5008,400.0,g,,
5901,9048,,5008,400.0,g,,
5902,153,,1020,200.0,g,,
5903,293,,1020,100.0,g,,
5904,255,,1020,600.0,g,,
5905,209,,1020,800.0,g,,
5906,333,,1020,500.0,g,,
5907,401,,1020,200.0,g,,
5908,348,,1020,500.0,g,,
5909,347,,1020,600.0,g,,
5910,565,,1020,200.0,g,,
5911,550,,1020,300.0,g,,
5912,8990,,1020,100.0,g,,
5913,8985,,1020,500.0,g,,
5914,110,,2057,10.0,g,,
5915,195,,2057,1.0,brin,,
5916,8867,,1024,100.0,g,,
5917,8863,,1024,200.0,g,,
5918,8856,,1024,200.0,g,,
5919,8909,,1024,300.0,g,,
5920,8891,,1024,100.0,g,,
5921,226,,9008,8.0,filets,,
5922,97,,14018,1.5,litre,,
5923,96,,14018,1.5,litre,,
5924,91,,14018,1.5,litre,,
5925,89,,14018,1.0,litre,,
5926,88,,14018,800.0,ml,,
5927,86,,14018,500.0,ml,,
5928,83,,14018,200.0,ml,,
5929,81,,14018,280.0,ml,,
5930,77,,14018,90.0,ml,,
5931,73,,14018,100.0,ml,,
5932,69,,14018,100.0,ml,,
5933,58,,14018,50.0,ml,,
5934,45,,14018,300.0,ml,,
5935,42,,14018,200.0,ml,,
5936,12,,14018,50.0,ml,,
5937,163,,14018,300.0,ml,,
5938,158,,14018,200.0,ml,,
5939,156,,14018,30.0,cl,,
5940,134,,14018,200.0,ml,,
5941,126,,14018,2.0,litre,,
5942,116,,14018,125.0,ml,,
5943,107,,14018,250.0,ml,,
5944,316,,14018,250.0,ml,,
5945,8893,,14018,50.0,ml,,
5946,512,,14018,375.0,ml,,
5947,190,,14018,1.0,litre,,
5948,320,,14018,500.0,ml,,
5949,253,,14018,1.0,litre,,
5950,252,,14018,500.0,ml,,
5951,8785,,14018,600.0,ml,,
5952,8773,,14018,600.0,ml,,
5953,476,,14018,250.0,ml,,
5954,465,,14018,250.0,ml,,
5955,424,,14018,250.0,ml,,
5956,423,,14018,250.0,ml,,
5957,415,,14018,250.0,ml,,
5958,411,,14018,500.0,ml,,
5959,410,,14018,500.0,ml,,
5960,388,,14018,400.0,ml,,
5961,367,,14018,500.0,ml,,
5962,347,,14018,300.0,ml,,
5963,338,,14018,150.0,ml,,
5964,604,,14018,750.0,ml,,
5965,524,,14018,400.0,ml,,
5966,523,,14018,300.0,ml,,
5967,521,,14018,200.0,ml,,
5968,505,,14018,500.0,ml,,
5969,496,,14018,1.0,litre,,
5970,488,,14018,100.0,ml,,
5971,487,,14018,200.0,ml,,
5972,484,,14018,500.0,ml,,
5973,482,,14018,250.0,ml,,
5974,8919,,14018,250.0,ml,,
5975,8916,,14018,200.0,ml,,
5976,8914,,14018,200.0,ml,,
5977,8913,,14018,200.0,ml,,
5978,9400,,14018,2.0,litre,,
5979,9399,,14018,3.0,litre,,
5980,9398,,14018,2.0,litre,,
5981,9397,,14018,2.0,litre,,
5982,175,,1037,10.0,g,,
5983,295,,1037,1.0,bouquet,,
5984,349,,1037,1.0,bouquet,,
5985,419,,1008,500.0,g,,
5986,472,,1008,1.0,kg,,
5987,105,,1049,20.0,g,,
5988,104,,1049,30.0,g,,
5989,102,,1049,5.0,g,,
5990,89,,1049,1.0,bouquet,,
5991,83,,1049,1.0,demi-bouquet,,
5992,77,,1049,1.0,branche,,
5993,73,,1049,1.0,bouquet,,
5994,36,,1049,5.0,g,,
5995,149,,1049,1.0,bouquet,,
5996,148,,1049,1.0,cuillère à soupe,,
5997,132,,1049,1.0,pièce,,
5998,130,,1049,2.0,cuillère à soupe,,
5999,128,,1049,2.0,cuillère à soupe,,
6000,127,,1049,2.0,cuillère à soupe,,
6001,263,,1049,10.0,g,,
6002,262,,1049,10.0,g,,
6003,192,,1049,1.0,bouquet,,
6004,191,,1049,1.0,bouquet,,
6005,181,,1049,10.0,g,,
6006,175,,1049,30.0,g,,
6007,295,,1049,2.0,bouquets,,
6008,240,,1049,1.0,gros bouquet,,
6009,233,,1049,1.0,bouquet,,
6010,231,,1049,1.0,bouquet,,
6011,197,,1049,1.0,bouquet,,
6012,570,,1049,30.0,g,,
6013,349,,1049,2.0,bouquets,,
6014,548,,1049,1.0,gros bouquet,,
6015,249,,14022,400.0,g,,
6016,388,,14022,200.0,g,,
6017,374,,14022,400.0,g,,
6018,590,,14022,300.0,g,,
6019,575,,14022,500.0,g,,
6020,105,,10005,1.0,pincée,,
6021,104,,10005,1.0,pincée,,
6022,102,,10005,1.0,pincée,,
6023,97,,10005,1.0,pincée,,
6024,96,,10005,1.0,pincée,,
6025,91,,10005,1.0,pincée,,
6026,89,,10005,1.0,pincée,,
6027,88,,10005,1.0,pincée,,
6028,87,,10005,1.0,pincée,,
6029,86,,10005,1.0,pincée,,
6030,85,,10005,1.0,pincée,,
6031,84,,10005,1.0,pincée,,
6032,83,,10005,1.0,pincée,,
6033,82,,10005,1.0,pincée,,
6034,69,,10005,1.0,pincée,,
6035,67,,10005,2.0,g,,
6036,66,,10005,2.0,g,,
6037,65,,10005,2.0,g,,
6038,64,,10005,2.0,g,,
6039,62,,10005,2.0,g,,
6040,60,,10005,2.0,g,,
6041,45,,10005,2.0,g,,
6042,42,,10005,2.0,g,,
6043,40,,10005,1.0,pincée,,
6044,39,,10005,1.0,pincée,,
6045,38,,10005,2.0,g,,
6046,37,,10005,1.0,pincée,,
6047,36,,10005,1.0,pincée,,
6048,29,,10005,1.0,pincée,,
6049,27,,10005,1.0,pincée,,
6050,11,,10005,1.0,pincée,,
6051,3,,10005,1.0,pincée,,
6052,163,,10005,2.0,g,,
6053,162,,10005,2.0,g,,
6054,161,,10005,2.0,g,,
6055,145,,10005,2.0,g,,
6056,142,,10005,2.0,g,,
6057,140,,10005,2.0,g,,
6058,138,,10005,3.0,g,,
6059,137,,10005,3.0,g,,
6060,136,,10005,2.0,g,,
6061,135,,10005,2.0,g,,
6062,134,,10005,2.0,g,,
6063,133,,10005,2.0,g,,
