alim_code,alim_nom_fr,groupe,sous_groupe
28700,Jambon de porc à cuire ou Jambon à rôtir/cuire au four,"viandes, œufs, poissons et assimilés",charcuteries et assimilés
28727,Filet de bacon,"viandes, œufs, poissons et assimilés",charcuteries et assimilés
16150,Huile de palme raffinée,matières grasses,huiles et graisses végétales
16200,"Huile ou graisse de palmiste, sans précision",matières grasses,huiles et graisses végétales
17001,Huile végétale (aliment moyen),matières grasses,huiles et graisses végétales
17020,Huile d'amandes d'abricot,matières grasses,huiles et graisses végétales
17030,Huile d'amande,matières grasses,huiles et graisses végétales
17040,Huile d'arachide,matières grasses,huiles et graisses végétales
17100,Huile d'avocat,matières grasses,huiles et graisses végétales
17110,Huile de germe de blé,matières grasses,huiles et graisses végétales
17126,Huile de carthame,matières grasses,huiles et graisses végétales
17130,Huile de colza,matières grasses,huiles et graisses végétales
17170,Huile de coton,matières grasses,huiles et graisses végétales
17180,Huile de lin,matières grasses,huiles et graisses végétales
17190,Huile de maïs,matières grasses,huiles et graisses végétales
17210,Huile de noisette,matières grasses,huiles et graisses végétales
17220,Huile de noix,matières grasses,huiles et graisses végétales
17270,Huile d'olive vierge extra,matières grasses,huiles et graisses végétales
17325,Huile de pavot,matières grasses,huiles et graisses végétales
17350,Huile de pépins de raisin,matières grasses,huiles et graisses végétales
17390,Huile de son de riz,matières grasses,huiles et graisses végétales
17400,Huile de sésame,matières grasses,huiles et graisses végétales
17420,Huile de soja,matières grasses,huiles et graisses végétales
17440,Huile de tournesol,matières grasses,huiles et graisses végétales
17700,Huile combinée (mélange d'huiles),matières grasses,huiles et graisses végétales
17701,"Huile combinée, mélange d'huile d'olive et de graines",matières grasses,huiles et graisses végétales
17900,Huile d'argan ou d'argane,matières grasses,huiles et graisses végétales
16614,"Matière grasse végétale (type margarine) à 80% MG, salée",matières grasses,margarines
16615,"Matière grasse végétale ou margarine, 80% MG, doux",matières grasses,margarines
16616,"Matière grasse végétale (type margarine) à 70% MG, doux",matières grasses,margarines
16654,"Matière grasse végétale (type margarine) à 60% de MG, allégée, au tournesol, doux",matières grasses,margarines
16719,"Matière grasse végétale (type margarine), teneur en matière grasse inconue, doux (aliment moyen)",matières grasses,margarines
16725,"Matière grasse végétale (type margarine), teneur réduite en matière grasse inconnue, doux (aliment moyen)",matières grasses,margarines
16733,"Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, doux",matières grasses,margarines
16734,"Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, demi-sel",matières grasses,margarines
16736,"Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, doux, riche en oméga 3",matières grasses,margarines
16737,"Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux, riche en oméga 3",matières grasses,margarines
16738,"Matière grasse végétale (type margarine) à 50-63% MG, allégée, demi-sel",matières grasses,margarines
16739,"Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux, aux esters de stérol végétal",matières grasses,margarines
16740,"Matière grasse végétale (type margarine) à 50-63% MG, allégée, demi-sel, riche en oméga 3",matières grasses,margarines
16741,"Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux",matières grasses,margarines
16742,"Matière grasse végétale (type margarine) à 30-40% MG, légère, demi-sel, aux esters de stérol végétal",matières grasses,margarines
16743,Matière grasse mélangée (végétale et laitière) à 50-63% MG,matières grasses,margarines
16744,"Matière grasse mélangée (végétale et laitière) à 50-63% MG, demi-sel",matières grasses,margarines
16745,"Matière grasse mélangée (végétale et laitière), à tartiner, à 30-40% MG",matières grasses,margarines
16746,"Matière grasse mélangée (végétale et laitière), à tartiner, à 30-40% MG, demi-sel",matières grasses,margarines
17630,Huile de foie de morue,matières grasses,huiles de poissons
17640,Huile de sardine,matières grasses,huiles de poissons
17645,Huile de saumon,matières grasses,huiles de poissons
17650,Huile de hareng,matières grasses,huiles de poissons
16520,Saindoux,matières grasses,autres matières grasses
16530,"Lard gras, cru",matières grasses,autres matières grasses
16540,Graisse de poulet,matières grasses,autres matières grasses
16550,Graisse de canard,matières grasses,autres matières grasses
16560,Graisse d'oie,matières grasses,autres matières grasses
16570,Graisse de dinde,matières grasses,autres matières grasses
17999,Huile de paraffine,matières grasses,autres matières grasses
11184,Sauce (aliment moyen),aides culinaires et ingrédients divers,sauces
11008,"Ketchup, préemballé",aides culinaires et ingrédients divers,sauces
11051,"Sauce tartare, préemballée",aides culinaires et ingrédients divers,sauces
11054,"Mayonnaise (70% MG min.), préemballée",aides culinaires et ingrédients divers,sauces
11073,"Ketchup allégé en sucres, préemballé",aides culinaires et ingrédients divers,sauces
11079,"Mayonnaise à teneur réduite en matière grasse ou Mayonnaise allégée, préemballée",aides culinaires et ingrédients divers,sauces
11100,"Sauce barbecue, préemballée",aides culinaires et ingrédients divers,sauces
11104,"Sauce soja, préemballée",aides culinaires et ingrédients divers,sauces
11108,"Sauce vinaigrette à l'huile d'olive (50 à 75% d'huile), préemballée",aides culinaires et ingrédients divers,sauces
11109,"Sauce vinaigrette allégée en MG (25 à 50% d'huile), préemballée",aides culinaires et ingrédients divers,sauces
11110,"Sauce vinaigrette (50 à 75% d'huile), préemballée",aides culinaires et ingrédients divers,sauces
11112,"Harissa (sauce condimentaire), préemballée",aides culinaires et ingrédients divers,sauces
11120,"Sauce bourguignonne, préemballée",aides culinaires et ingrédients divers,sauces
11157,"Sauce moutarde, préemballée",aides culinaires et ingrédients divers,sauces
11166,Sauce au yaourt,aides culinaires et ingrédients divers,sauces
11167,"Sauce américaine, préemballée",aides culinaires et ingrédients divers,sauces
11168,"Sauce aïoli, préemballée",aides culinaires et ingrédients divers,sauces
11187,"Sauce crudités ou Sauce salade, préemballée",aides culinaires et ingrédients divers,sauces
11194,"Sauce Nuoc Mâm ou Sauce au poisson, préemballée",aides culinaires et ingrédients divers,sauces
11196,"Sauce burger, préemballée",aides culinaires et ingrédients divers,sauces
11198,"Sauce crudités ou Sauce salade, allégée en matière grasse, préemballée",aides culinaires et ingrédients divers,sauces
11203,"Sauce kebab, préemballée",aides culinaires et ingrédients divers,sauces
11205,"Sauce rouille, préemballée",aides culinaires et ingrédients divers,sauces
11212,"Sauce au poivre, condimentaire, froide, préemballée",aides culinaires et ingrédients divers,sauces
11213,Sauce froide (aliment moyen),aides culinaires et ingrédients divers,sauces
11215,Caviar de tomates,aides culinaires et ingrédients divers,sauces
11216,"Sauce soja sucrée, préemballée",aides culinaires et ingrédients divers,sauces
11217,"Sauce pour nems à base de nuoc-mam dilué, préemballée",aides culinaires et ingrédients divers,sauces
11219,"Sauce végétale type bolognaise, préemballée",aides culinaires et ingrédients divers,sauces
11301,"Sauce teriyaki, préemballée",aides culinaires et ingrédients divers,sauces
19863,"Tzatziki, à base yaourt, préemballé",aides culinaires et ingrédients divers,sauces
19864,"Tzatziki, à base fromage frais, préemballé",aides culinaires et ingrédients divers,sauces
25620,"Guacamole, préemballé",aides culinaires et ingrédients divers,sauces
25621,"Houmous, préemballé",aides culinaires et ingrédients divers,sauces
25624,"Caviar d'aubergine, préemballé",aides culinaires et ingrédients divers,sauces
11101,"Sauce béchamel, préemballée",aides culinaires et ingrédients divers,sauces
11102,"Sauce béarnaise, préemballée",aides culinaires et ingrédients divers,sauces
11105,"Sauce hollandaise, préemballée",aides culinaires et ingrédients divers,sauces
11107,"Sauce tomate aux oignons, préemballée",aides culinaires et ingrédients divers,sauces
11111,"Sauce armoricaine, préemballée",aides culinaires et ingrédients divers,sauces
11114,"Sauce tomate à la viande ou Sauce bolognaise, préemballée",aides culinaires et ingrédients divers,sauces
11115,"Sauce au poivre vert, préemballée",aides culinaires et ingrédients divers,sauces
11121,"Sauce madère, préemballée",aides culinaires et ingrédients divers,sauces
11122,"Sauce à l'échalote à la crème, préemballée",aides culinaires et ingrédients divers,sauces
11128,"Sauce carbonara, préemballée",aides culinaires et ingrédients divers,sauces
11129,"Sauce chasseur, préemballée",aides culinaires et ingrédients divers,sauces
11132,"Sauce au curry, préemballée",aides culinaires et ingrédients divers,sauces
11140,"Sauce au beurre blanc, préemballée",aides culinaires et ingrédients divers,sauces
11143,"Sauce béchamel, maison",aides culinaires et ingrédients divers,sauces
11158,"Sauce au beurre, préemballée",aides culinaires et ingrédients divers,sauces
11159,Sauce à la crème,aides culinaires et ingrédients divers,sauces
11160,"Sauce aux champignons, préemballée",aides culinaires et ingrédients divers,sauces
11161,Sauce à la crème aux épices,aides culinaires et ingrédients divers,sauces
11162,Sauce à la crème aux herbes,aides culinaires et ingrédients divers,sauces
11163,"Sauce aigre douce, préemballée",aides culinaires et ingrédients divers,sauces
11164,Sauce au vin rouge,aides culinaires et ingrédients divers,sauces
11170,"Sauce basquaise ou Sauce aux poivrons, préemballée",aides culinaires et ingrédients divers,sauces
