id,source_id,calories_kcal,proteines_g,glucides_g,lipides_g,fibres_g,sucres_g,ag_satures_g,ag_monoinsatures_g,ag_polyinsatures_g,cholesterol_mg,calcium_mg,fer_mg,magnesium_mg,phosphore_mg,potassium_mg,sodium_mg,zinc_mg,cuivre_mg,selenium_ug,iode_ug,vitamine_a_ug,beta_carotene_ug,vitamine_d_ug,vitamine_e_mg,vitamine_k_ug,vitamine_c_mg,vitamine_b1_mg,vitamine_b2_mg,vitamine_b3_mg,vitamine_b5_mg,vitamine_b6_mg,vitamine_b9_ug,vitamine_b12_ug
5001,26186,768.00,16.30,,13.30,0,,,,,,14.6,0.6,13.6,92.9,90.8,915,0.25,0.09,,,34.5,,7.3,,,,0.037,0.13,3.18,0.22,0.25,12.4,
5002,26187,573.00,23.90,2.70,3.26,0,0,1.04,0.69,1.36,,120,2.8,102,148,159,2230,1.95,0.17,,8,11,0,2.4,1.1,,,0.04,0.2,2.75,0.41,0.18,37,15.3
5003,26231,889.00,21.50,0.62,13.90,0,0,3.16,4.9,3.1,,108,2.3,37,262,357,282,2,0.1,,40,2.5,,7.4,2.1,,,0.04,0.23,7.3,0.75,0.4,,13.6
5004,26239,619.00,6.60,9.24,9.30,1,2.8,3.84,3.59,1.25,,19,0.08,9.5,36,49,688,0.2,0.02,,20,47.4,,0.25,0.98,4.15,0.5,0.015,0.031,0.1,0.091,0.018,10.5,0.47
5005,26242,545.00,14.60,4.33,5.93,0.58,3.33,0.83,1.26,2.49,,,,,,,489,,,,,,,,,,,,,,,,,
5006,26243,594.00,10.80,5.05,8.60,1.5,2.93,0.67,5,2.5,,,,,,,402,,,,,,,,,,,,,,,,,
5007,26245,946.00,23.40,0.00,14.80,0,0.25,1.62,4.55,7.93,,11,1,27,160,210,339,0.71,0.06,,20,21,,1.21,8.68,0.8,,0.015,0.027,12.2,0.19,0.11,6.71,4.46
5008,26275,938.00,30.80,1.50,10.50,0,0.2,2.05,3.4,4.51,,5.6,0.08,8.1,2.6,94,936,0.05,0.01,,330,393,,27,7.52,0.8,0.5,0.35,0.5,0.33,1.68,0.11,124,48.6
5009,22008,201.00,10.30,1.12,0.17,0,0.7,0,0,0,,6.67,0.067,9.67,14.7,147,155,0.025,0.023,,,0,0,0,0,,0,0.006,0.35,0.078,0.18,0.007,7.9,0.056
5010,22009,1410.00,16.00,1.31,30.10,0,0.55,8.49,12.1,4.45,,76.4,0.95,4.5,121,58.6,14,1.4,0.15,,192,263,106,2.11,5,,0,0.17,0.39,0.16,4.54,0.3,166,2.43
5011,22010,557.00,13.50,0.52,8.62,0,0.52,2.55,3.57,1.03,,41,1.72,14,172,120,123,1.27,0.068,,49.7,61.5,11,1.12,1.03,0.3,0,0.066,0.51,0.064,1.4,0.12,44,1.11
5012,22011,575.00,12.50,0.71,9.47,0,0.37,2.99,4.04,1.49,,68.2,1.75,10.8,197,138,79.3,1.1,0.069,,52,159,0,2,1.04,0.3,0,0.032,0.39,0.063,1.53,0.14,35,0.71
5013,22014,590.00,12.20,1.08,9.82,0,0.77,2.95,4.75,1.14,,150,1.9,11.7,155,164,150,0.93,0.1,,50.4,132,11,1.28,2.17,,0.5,0.081,0.41,0.06,1.34,0.06,57,0.96
5014,22501,847.00,14.30,0.74,16.00,0,0.4,4.21,6.45,2.43,,57,2.2,10.4,134,141,144,0.87,0.051,,58.4,98,35,0.55,3.06,5.6,0,0.044,0.41,0.082,1.27,0.18,62.6,1.08
5015,22502,604.00,9.99,1.62,11.00,0,1.43,3.33,4.44,2.43,,66,1.31,11,165,132,145,1.04,0.059,,52,159,26,1.8,0.98,4,0,0.04,0.38,0.076,1.22,0.13,36,0.76
5016,22505,611.00,13.80,1.01,9.72,0,,2.71,3.43,,,,2.6,,,,159,,,,54.5,115,,0.74,,,,,,,,,,
5017,22000,584.00,12.70,0.27,9.83,0,0.27,2.64,3.66,1.65,,76.8,1.88,11,204,134,124,1.01,0.055,,21,182,0,1.88,1.43,0.3,0,0.055,0.45,0.063,1.57,0.15,34,1.45
5018,22001,204.00,10.80,0.85,0.19,0,0.71,0,,0,,6,0.05,11,15,163,166,0.03,0.023,,1.9,0,0,0,0,0,0,0.004,0.44,0.093,0.2,0.0035,5.5,0.09
5019,22002,1270.00,15.50,1.09,26.70,0,0.56,8.47,11.9,4.07,,50.2,0.7,1.5,141,43,19.1,1.1,0.1,,175,336,88,2,3.89,0.7,0,0.17,0.38,0.16,2.87,0.29,159,3.03
5020,22050,639.00,13.10,0.41,11.10,0,0.4,3.56,4.32,1.32,,64,3.65,13,226,132,141,1.47,0.062,,,155,11,1.4,1.08,0.3,0,0.13,0.79,0.15,1.76,0.15,66,1.58
5021,22060,753.00,13.00,1.31,13.80,0,0.93,3.68,6.53,1.22,,64,3.85,17,220,222,146,1.41,0.062,,,192,14,1.7,1.34,0.4,0,0.16,0.4,0.2,1.86,0.25,80,5.4
5022,22070,750.00,13.80,1.40,13.30,0,0.94,3.6,5.75,1.67,,60,3.64,16,208,210,138,1.33,0.062,,,185,13,1.7,1.29,0.4,0,0.15,0.38,0.19,1.76,0.24,76,5.1
5023,22080,691.00,13.70,1.13,11.90,0,1,3.63,4.57,1.66,,99,4.1,13,170,142,151,1.58,0.062,,,166,84,1.75,1.11,,0,0.11,0.47,0.024,1.89,0.13,71,1.69
5024,22003,2730.00,34.10,2.77,57.00,0,0.07,17.6,22.3,8.55,,296,7.46,19.5,980,254,149,6.33,0.012,,,904,0,11.4,4.81,1.5,0,0.34,1.57,0.089,8.42,0.75,227,5.68
5025,22004,1510.00,81.20,7.73,0.00,0,5.4,0,0,0,,62,0.15,88,111,1130,1280,0.1,0.11,,,0,0,0,0,0,0,0.005,2.53,0.87,0.78,0.036,18,0.18
5026,22013,2420.00,47.90,3.11,42.00,0,0.3,13.1,16.1,6.48,,234,5.56,38,730,517,502,4.22,0.2,,21,210,0,3.1,1.11,1.2,0,0.19,1.76,0.32,5.73,0.44,145,3.67
5027,22506,1060.00,17.70,2.56,19.30,0,0.4,10.1,6.31,1.62,,,1.16,23.6,388,112,231,2.48,0.051,,42.8,198,64,1.39,0.82,,0,0.059,0.34,0.08,0.85,0.09,25.8,1.55
5028,22507,1110.00,12.50,1.46,23.50,0,0.68,9.41,9.38,2.83,,48.2,1.39,12,157,184,392,0.99,0.034,,36.3,132,25.2,1.11,0.99,,0,0.21,0.29,1.13,0.95,0.14,25.6,0.9
5029,22508,520.00,8.09,2.28,9.20,0.45,0.7,2.97,3.61,1.51,,48,1.4,11.4,152,193,141,0.86,0.16,,35.6,132,25,1.11,0.82,,,0.075,0.37,1.25,1.39,0.12,34.6,0.81
5030,22509,612.00,9.50,1.98,11.20,0.55,0.8,3.6,4.4,1.81,,86,1.83,14.5,157,188,173,0.92,0.044,,43,160,,1.38,1.3,,,0.071,0.33,0.2,1.06,0.12,56.1,0.97
5031,22510,686.00,5.56,11.70,9.90,2.7,1.22,1.55,3.83,4.02,,26,0.64,24,90,450,425,0.55,0.12,,20,29.6,6.49,0.25,4.46,1.92,1.98,0.051,0.098,0.29,0.97,0.1,31.1,0.34
5032,22511,764.00,9.82,5.07,13.50,1,0.81,4.84,5.09,2.52,,43.4,1.15,17.8,177,255,284,1.08,0.1,,29.8,115,26.6,0.88,1.99,,0.95,0.084,0.27,0.64,1.07,0.11,32.2,0.83
5033,20591,630.00,18.60,7.03,2.90,5.61,3.65,0.47,0.63,1.63,,90,3.3,100,260,820,5,2.1,0.69,,20,,5,0.25,0.3,5.7,0.5,0.062,0.018,0.77,0.73,0.21,52.7,
5034,20904,617.00,13.40,2.87,8.50,0.5,0.57,1.35,1.91,4.81,,100,2.4,100,210,140,10,1.3,0.24,,20,0,5,0.25,0.71,12.7,0.5,0.024,0.01,0.13,0.14,0.028,25.1,0
5035,20912,685.00,14.90,2.91,9.50,0.5,0.85,1.53,1.97,5.59,,62,2,140,190,190,295,1.4,0.25,,,,5,0.25,0.61,13,0.5,0.026,0.01,0.11,0.21,0.044,16.4,0.019
5036,25223,662.00,19.50,6.76,3.70,4.86,2.57,0.66,1.19,1.64,,72,2.8,84,220,680,670,2,0.54,,20,,5,0.25,0.36,6.74,0.5,0.1,0.066,0.79,0.86,0.12,48.7,
5037,25224,775.00,17.60,8.19,7.00,5.24,2.07,0.55,3.95,2.08,,74,1.8,59,190,570,494,0.94,0.2,,20,21,5,0.25,1.75,6.32,2.86,0.15,0.11,1.12,0.37,0.095,45.6,0.13
5038,25598,566.00,20.60,6.74,2.50,0.9,0.81,0.38,1.5,0.44,,20,1.5,18,62,75,451,1.2,0.23,,20,,24.6,0.25,0.51,0.8,0.5,0.036,0.03,6.92,0.16,0.022,14.7,0.038
5039,19023,272.00,3.32,4.85,3.63,0,4.2,2.4,0.92,0.11,,120,0.01,9.8,97,160,44.2,0.37,0.01,,20,31.4,21.9,0.25,0.089,0.8,0.5,0.041,0.17,0.1,0.43,0.02,2.5,0.24
5040,19024,236.00,3.30,3.47,3.30,0,,2.16,0.85,0.11,,117,0.04,10.9,93,140,79,0.37,0.1,,24.3,38.5,20.2,0.1,0.089,0,1.2,0.042,0.17,0.092,0.34,0.047,11,0.32
5041,19037,196.00,3.38,4.80,1.52,0,4.5,0.98,0.36,0.02,,120,0.05,9.8,84,160,36,0.37,0.01,,20,15.7,,0.78,0.08,0.8,0.5,0.023,1.16,0.1,0.28,0.023,5.39,0.21
5042,19038,186.00,3.38,4.79,1.25,0,4.5,0.81,0.29,0.02,,120,0.05,9.9,86,160,35,0.38,0.01,,20,36.8,,0.81,2.02,9.24,0.5,0.17,1.82,2.12,0.9,0.23,16.1,0.5
5043,19039,199.00,3.38,4.82,1.59,0,4.62,1.06,0.36,0.024,,117,0.041,11.8,89.4,166,36.6,0.39,0.0082,,11.9,18.7,10.3,0.27,0.11,0.23,1.31,0.056,0.24,0.087,0.41,0.035,8.52,0.36
5044,19041,198.00,3.38,4.83,1.55,0,4.66,1.04,0.34,0.02,,117,0.045,12.1,89.1,167,36,0.39,0.0087,,12.1,19.2,9.45,0.5,0.13,0.2,1.5,0.06,0.18,0.093,0.41,0.037,9.49,0.38
5045,19042,195.00,3.19,4.90,1.54,0,4.81,1.06,0.32,0.02,,119,0.031,11.1,96,153,31,0.41,0.0031,,17.9,13.2,8.33,0.085,0.041,0,1.3,0.047,0.18,0.097,0.34,0.048,11.5,0.49
5046,19050,142.00,3.51,4.64,0.06,0,4.64,0.03,0.02,0.01,,105,0.028,12.3,92.1,166,39,0.37,0.007,,13.5,1,,,,,0.89,0.049,0.19,0.09,0.42,0.041,5.11,0.39
5047,19051,146.00,3.28,4.99,0.19,0,4.93,0.11,0.046,0.0057,,123,0.03,11.6,99,157,43.2,0.42,0.012,,24.3,1.78,7,0.075,0.009,0,1.3,0.043,0.18,0.092,0.36,0.044,4.9,0.49
5048,19060,187.00,3.45,4.69,1.29,0,4.66,0.86,0.29,0.02,,120,,,,,35,,,,,,,,,,,,,,,,,
5049,19200,235.00,3.39,4.35,2.83,0,4.35,1.8,0.76,0.12,,134,0.05,14,111,204,50,0.3,0.05,,15.3,35.2,0,0.06,0.04,,1.3,0.048,0.14,0.28,0.31,0.046,1,0.07
5050,19201,193.00,3.77,4.13,1.57,0,4.13,1.06,0.32,0.04,,110,0.02,13,110,190,58.6,0.33,0.01,,20,13.4,5,0.03,0.08,0.8,0.5,0.026,0.088,0.23,0.29,0.013,5,0.05
5051,19202,240.00,3.22,4.01,3.20,0,4.01,2.16,0.71,0.11,,107,0.17,12.9,77.6,,36.6,0.33,0.1,,25,25.8,,0.2,0.056,,0.2,0.041,0.11,0.2,0.22,0.025,6.83,
5052,19225,210.00,2.41,6.18,1.73,0,,0.82,,,,87.4,0.065,7.95,54,63.3,20,0.15,0.03,,,12,32,,0.026,,15,0.03,0.034,0.14,0.3,0.03,,0.3
5053,19250,429.00,5.68,4.50,6.97,0,4.5,4.8,1.6,0.3,,199,0.46,17.1,158,103,44,0.54,0.011,,23.3,20.3,0,0.2,0.15,,4.2,0.057,0.34,0.42,0.41,0.06,9.19,0.71
5054,19021,2090.00,27.40,37.50,26.80,0,37.5,17.3,7.22,0.76,,960,0.62,93,810,1190,360,3.91,0.058,,7,228,170,1.2,0.68,,10,0.33,1.42,0.65,2.27,0.3,37,3.25
5055,19026,510.00,6.44,9.91,5.90,3,9.47,3.96,1.36,0.1,,273,0.06,25.7,225,339,95,0.8,,,23,145,,0.1,0.2,,1.9,0.055,0.34,0.2,2.16,0.28,30.7,0.16
5056,19027,1360.00,7.70,55.60,7.87,0,55.6,5.17,1.99,0.27,,290,0.19,25.2,253,371,85.2,0.96,0.013,,24.5,73,14,0.2,0.16,0.6,2.6,0.09,0.42,0.21,0.75,0.051,11,0.44
5057,19044,1930.00,31.50,43.40,17.50,0,43.4,11.6,4.14,0.46,,1030,0.35,97,829,1330,313,3.7,,,77.5,310,,0.2,0.4,,,0.21,1.71,0.8,3.07,0.32,69,2.8
5058,19054,1530.00,35.30,54.00,0.70,0,53.1,0.34,0.15,0.03,,1250,0.31,112,966,1670,482,4.47,0.07,,7,9.75,1,0.018,0.027,0.1,6.1,0.43,1.5,0.91,3.5,0.42,35.5,4.02
5059,19500,,2.90,3.64,0.10,0.35,3.56,0.018,,,,,,,,,42,,,,,,,0.75,,,,,,,,0.21,,
5060,19508,312.00,2.98,11.60,1.40,0.028,11.3,0.95,0.2,0.015,,115,0.12,11,82,140,31.3,0.42,0.01,,20,21,7,0.75,0.08,0.8,0.5,0.038,0.14,0.1,0.33,0.029,5.12,0.2
5062,19534,,3.08,12.60,1.20,,12,0.74,,,,134,,,,,36.1,,,,,,,0.83,,,,,0.21,,,,,0.38
5063,19535,350.00,3.09,13.10,1.69,0.079,12.8,1.06,,,,133,0.13,10,82,116,46.9,0.3,0.004,,11,15,7,0.75,0.05,,0.5,0.031,0.16,0.11,0.29,0.05,28,0.07
5064,19536,,3.03,13.90,1.50,0.11,13.5,0.97,,,,172,,,,,40,,,,,,,1.14,,,,,0.21,,,,,0.38
5065,19538,,2.76,12.90,1.60,0.05,12.9,1.05,0.21,0.024,,99.1,0.1,7.8,66,112,40,0.3,0.1,,9.6,8,8,0.5,0.015,,0.5,0.021,0.14,0.07,0.23,0.036,8.9,0.095
5066,19539,397.00,3.83,11.50,3.10,3,11.5,2.11,0.69,0.05,,122,1,11.7,101,139,40,0.41,0.007,,8.1,2,50,0.3,0.1,,1,0.04,0.19,0.12,0.47,0.05,5.3,0.22
5067,19541,,4.67,6.71,0.09,1.08,6.37,0.039,,,,155,,,,,71.1,,,,,,,,,,,,,,,,,0.31
5068,19542,409.00,3.57,13.00,3.01,0.65,12.9,2,,,,122,,12,92,153,53.8,0.42,0.1,,12.6,,38,,,,,,,,,,,0.24
5069,19543,,3.88,6.60,0.50,0.45,5.7,0.1,,,,130,,,,,65,,,,,,,,,,,,,,,,,
5070,19544,,4.39,5.75,0.30,0,5.75,0.17,,,,149,,,,,55,,,,,,,,,,,,,,,,,
5071,19546,270.00,3.84,3.47,3.60,0.18,3.32,2.3,0.87,0.076,,130,0.07,12.1,97.3,145,47.6,0.45,0.1,,11.5,,,0.5,0.3,,0.5,0.04,0.22,0.088,0.3,0.049,12.3,0.23
5072,19548,,3.81,13.30,2.72,0.78,12.6,1.8,,,,120,,,,,58.3,,,,,,,,,,,,,,,,,
5073,19550,290.00,3.84,4.99,3.40,0,2.6,2.38,0.59,0.13,,170,0.04,15,130,110,3.15,0.43,0.01,,40,37.2,5,0.25,0.08,0.8,0.5,0.049,0.22,0.31,0.29,0.013,31.9,0.53
5074,19552,,2.31,16.30,6.30,0.38,15,4.45,1.27,0.24,,104,0.07,8.4,71,110,38.7,0.27,0.02,,20,55,37.1,,0.25,1.17,0.5,0.028,0.1,0.1,0.24,0.031,5.14,0.22
5075,19553,394.00,5.04,9.33,3.70,0,8.3,2.52,0.71,0.11,,180,0.06,16,120,110,47,0.43,0.01,,70,35,5,0.25,0.08,1.42,0.5,0.05,0.23,0.1,0.35,0.02,17.6,0.27
5076,19554,,5.72,4.60,3.00,0.13,2.8,2.2,,,,,,,,,47.5,,,,,,,,,,,,,,,,,
5077,19556,305.00,4.15,1.12,5.20,3,1.12,3.52,1.11,0.14,,160,0.2,14,110,170,36,0.4,0.01,,,,,,0.03,,1,0.04,0.17,0.27,0.23,0.06,7,
5078,19557,,2.95,15.20,3.91,0.42,14.6,2.51,0.7,0.1,,88.5,,,,,39.2,,,,,,,,,,,,,,,,,
5079,19558,,4.63,8.25,1.08,0.3,6.78,0.5,0.27,0.1,,130,0.42,13.9,103,177,67,0.5,0.2,,19,1,2,0,0.2,,3,0.1,0.29,0.93,0.73,0.14,36.6,0.3
5080,19559,232.00,4.53,8.29,0.06,,4.23,0.038,,,,141,,,,,57.5,0.52,0.1,,15.1,2,8,1.25,,,,,,,,,,
5081,19575,375.00,3.42,12.20,2.60,0.17,12.1,1.75,0.4,0.041,,120,0.1,10.9,86,140,50.9,0.4,0.1,,8.17,26,13,0.76,0.041,0,0.5,0.17,0.22,0.13,0.9,0.05,20,0.18
5082,19577,,3.08,13.40,5.45,0.083,12.4,4.18,1.01,0.12,,105,0.04,9.2,82,120,35.5,0.38,0.01,,20,49.1,29.5,0.75,0.15,0.8,0.5,0.1,0.15,0.1,0.62,0.034,14.7,0.19
5083,19578,,3.43,13.60,1.79,0.075,12.9,1.22,,,,156,,12,90,,50,,,,,,,1.24,,,,,0.21,,,,,0.38
5084,19579,,3.64,11.30,3.43,1,9.9,2.22,0.87,0.15,,125,0.085,12.6,95,145,42.3,0.4,0.1,,5,28.1,,0.093,0.084,0,0.1,0.036,0.16,0.12,0.31,0.042,23,0.15
5085,19580,510.00,3.51,14.10,5.10,3,14,3.3,1.31,0.13,,120,0.3,14,98,178,34,0.4,0.02,,17,42,19,0.1,0.16,,0.2,0.04,0.2,0.15,0.34,0.05,20,0.19
5086,19581,165.00,4.21,3.72,0.30,3,3.72,0.01,0.01,0.01,,122,0.2,14.1,95,159,46,0.41,0.016,,11.6,3,87,,0.08,,0.5,0.1,0.27,0.26,0.65,0.15,30.5,0.16
5087,19582,,4.54,7.45,0.10,0.66,6.31,0.042,,,,163,0.06,14,120,220,64.8,0.52,0.02,,20,21,35.7,1.44,,0.8,0.5,0.049,0.21,0.16,0.55,0.044,7.88,0.32
5088,19587,404.00,3.61,14.20,2.40,0.22,13.6,1.54,0.52,0.053,,127,0.13,10.4,78.5,157,46.8,0.35,0.01,,7.3,19.5,21.5,0.2,0.051,0.1,0.43,0.032,0.33,0.17,0.55,0.057,22,0.09
5089,19589,457.00,2.42,14.50,4.28,0.21,13.7,2.84,1,0.08,,83,0.05,8.5,68,140,37,0.3,0.01,,20,43,40.7,0.25,0.2,1.13,0.5,0.015,0.13,0.1,0.24,0.026,15,0.2
5090,19592,,3.51,14.00,2.35,0.1,12.7,1.45,0.5,0.06,,129,0.04,12,94,160,44.8,0.44,0.01,,20,25.3,103,0.93,0.21,0.8,0.5,0.046,0.18,0.13,0.43,0.038,5,0.25
5091,19593,191.00,3.96,2.65,1.50,3,2.65,1,0.34,0.02,,128,0.25,12.5,98,176,43,0.39,0.0078,,26.3,11,6,0.8,0.076,0.2,0.5,0.04,0.26,0.19,0.31,0.057,25,0.33
5092,19594,168.00,4.82,4.10,0.06,,4.1,0.041,0.018,0.0018,,129,0.1,13.6,105,182,57.3,0.46,0.0083,,27.8,3,8,0.8,0,0.2,0.5,0.042,0.24,0.26,0.44,0.065,28,0.29
5093,19596,,4.59,5.00,0.00,0.5,4.8,0.1,,,,120,,,,,54,,,,,,,0.8,,,,,,,,,,
5094,19597,,4.41,5.40,1.17,0.13,5.13,0.59,,,,184,,,,,66,,,,,,,1.83,,,,,,,,,,0.25
5095,19598,476.00,3.06,3.08,9.80,,3.08,6.51,2.25,0.22,,110,0.05,9.4,86,150,35,0.35,0.01,,20,84.7,39.1,0.25,0.22,0.8,0.5,0.015,0.075,0.1,0.48,0.024,5,0.21
5096,19599,356.00,3.48,12.50,1.95,,12.5,1.29,0.54,0.061,,120,0.23,11.4,92.5,157,48.8,0.41,0.1,,8,25,14,0.5,0.07,,0.5,0.04,0.21,0.16,0.27,0.04,14.6,0.2
5097,19600,238.00,3.88,4.73,2.30,0.86,4.67,1.53,0.54,0.047,,127,0.2,12.1,96.4,167,44.8,0.4,0.02,,20.8,16.2,8.7,0.61,0.095,0.21,0.26,0.033,0.23,0.16,0.31,0.048,20.7,0.28
5098,19624,292.00,3.65,7.47,2.50,0.71,7.24,1.65,0.58,0.051,,121,0.16,11.5,90.2,161,44.4,0.38,0.018,,16.9,20,20,0.48,0.1,0.37,0.28,0.033,0.23,0.15,0.35,0.051,20.5,0.24
5099,19628,392.00,3.20,12.80,2.89,0.43,12.2,1.89,0.66,0.06,,109,0.092,10.3,78.3,149,43.6,0.34,0.014,,9.69,27,39.1,0.16,0.12,0.66,0.31,0.032,0.23,0.13,0.42,0.056,20.1,0.16
5100,19669,415.00,7.46,11.50,2.29,0,11.3,1.56,0.49,0.05,,110,0.06,9.5,120,120,33,0.39,0.02,,20,23,26.4,2.43,0.16,0.8,0.5,0.015,0.13,0.1,0.37,0.03,36.7,0.58
5101,19671,180.00,4.29,4.92,0.13,1.12,4.01,0.015,0.005,0.005,,129,0.19,14,97.2,164,49.7,0.44,0.024,,12.9,2.02,66.1,,0.08,,0.25,0.097,0.26,0.25,0.64,0.14,28.5,0.17
5102,19672,392.00,3.24,12.90,2.81,0.27,12.5,1.88,0.56,0.052,,115,0.12,10.4,82.4,142,44.1,0.37,0.027,,8.81,25.4,21.4,0.52,0.078,0.32,0.34,0.088,0.21,0.11,0.61,0.042,16.7,0.19
5103,18069,1510.00,12.70,76.00,0.20,0,0,0.087,0.018,0.087,,140,3.8,311,286,3500,23,0.11,0.069,,,0,0,0,0,1.9,0,0,1.36,28.1,0.097,0,0,0
5104,19675,180.00,4.29,4.92,0.13,1.12,4.01,0.015,0.005,0.005,,129,0.19,14,97.2,164,49.7,0.44,0.024,,12.9,2.02,66.1,,0.08,,0.25,0.097,0.26,0.25,0.64,0.14,28.5,0.17
5105,19676,393.00,3.24,13.00,2.83,0.27,12.6,1.9,0.57,0.053,,115,0.12,10.4,82.3,144,44.6,0.37,0.027,,8.83,25.4,21.4,0.52,0.078,0.32,0.34,0.088,0.21,0.11,0.61,0.042,16.7,0.19
5106,19677,392.00,3.24,13.00,2.83,0.27,12.6,1.9,0.56,0.052,,115,0.12,10.4,82.2,144,44.6,0.37,0.027,,8.81,25.4,21.4,0.52,0.078,0.32,0.34,0.088,0.21,0.11,0.61,0.042,16.7,0.19
5107,19682,376.00,3.32,12.40,2.63,0.33,12,1.76,0.53,0.05,,116,0.13,10.6,83.2,145,45,0.38,0.027,,9.14,23.5,24.9,0.54,0.078,0.32,0.33,0.089,0.21,0.12,0.61,0.048,17.5,0.19
5108,19801,141.00,3.51,2.18,0.60,3,2.18,0.39,0.12,0.01,,160,1,10.2,91,120,35,1,0.0095,,17,2,50,0,0.1,0.1,1.25,0.05,0.09,0.05,0.38,0.05,7.8,0.24
5109,19805,232.00,3.38,1.99,3.20,3,1.99,2.24,0.7,0.04,,127,0.05,12.7,95,155,35,0.44,0.01,,24.3,30.6,,0.1,0.092,0,0.3,0.045,0.2,0.087,0.31,0.038,6,0.18
5110,19860,,3.32,4.21,9.22,0.14,3.9,6.22,2.53,0.28,,139,,,,,34.5,,,,,,,,,,,,,,,,,
5111,19862,,4.29,12.80,8.20,0,12.6,5.4,,,,158,,,,,70,,,,,,,,,,,,,,,,,
5112,19865,,3.19,4.50,3.50,0,3.62,2.33,0.97,0.1,,127,0.05,12.7,95,155,49,0.44,0.01,,24.3,30.6,,0.1,0.092,0,0.3,0.045,0.2,0.087,0.31,0.038,21,0.18
5113,19882,,5.14,4.56,6.08,1,2.8,4.8,,,,183,,,,,40,,,,,,,,,,,,,,,,,
5114,19501,368.00,7.10,5.68,4.31,0.0048,5,2.81,1.18,0.14,,122,0.29,10.3,107,137,47.1,0.47,0.019,,29.3,48.9,25.4,0.71,0.078,,0.1,0.038,0.22,0.16,0.38,0.04,19.8,0.36
5115,19572,,3.95,20.90,5.18,0.2,18.9,3.84,,,,144,,8,66,321,108,,,,,,,,,,,,,,,,,
5116,19638,,3.57,8.50,5.00,,8.5,3.4,1.17,0.16,,,,,,,30.7,,,,,,,,,,,,,,,,,
5117,19639,,4.47,4.44,0.00,,3.99,0,,,,124,,,98.2,151,42.5,,,,,,,,,,,,0.15,,,,,0.39
5118,19641,351.00,4.47,3.57,5.50,,3.57,3.74,1.15,0.14,,130,0.05,11,110,150,35,0.44,0.01,,20,62.9,30,0.25,0.13,0.8,0.5,0.015,0.12,0.17,0.43,0.024,9.22,0.33
5119,19643,,4.59,16.00,7.00,,15,4.5,,,,88.2,,10.1,,,36,0.36,0.015,,,,,0.1,,,0,0.03,,,,0.04,32,
5120,19644,210.00,7.95,3.89,0.04,,3.89,0.027,0.013,0.0017,,134,0.16,12.2,116,144,44.3,0.49,0.011,,10.4,4,3,0.2,,,,0.044,0.24,0.2,0.33,0.058,24,0.4
5121,19645,,7.55,5.00,0.10,0,5,0.06,,,,164,,,,,60,,,,,,,1.25,,,,,,,,,,
5122,19646,323.00,8.03,3.46,3.26,,3.46,2.12,0.87,0.09,,130,0.13,10.2,115,132,42.4,0.52,0.01,,14.5,29,20,1.5,0.14,0,0.5,0.037,0.24,0.19,0.38,0.047,26,0.4
5123,19647,,7.19,3.94,3.28,0,3.88,2.06,,,,,,,,,42,,,,,,,,,,,,,,,,,
5124,19648,,7.04,5.40,3.20,0,5.4,2.2,,,,200,,,120,,80,,,,,,,1.25,,,,,,,,,,
5125,19649,485.00,6.19,5.25,7.65,,3.33,4.99,2.02,0.24,,104,1,9.6,94,140,40.8,0.41,0.031,,56,90,41,0.2,0.1,,,0.038,0.18,0.1,0.39,0.05,10.8,0.29
5126,19650,,6.89,3.74,10.20,,3.68,6.63,,,,95,,,,,51.5,,,,10,,,,,,,,,,,,,
5127,19651,,7.12,12.50,0.03,,12.2,0.033,,,,,,,,,40,,,,,,,,,,,,,,,,,
5128,19652,,6.39,13.10,2.65,,12.4,1.69,,,,120,,,,,84.3,,,,,,,,,,,,,,,,,
5129,19653,,5.58,14.00,3.20,0.28,13.8,2.03,,,,,,,,,43.3,,,,,,,,,,,,,,,,,
5130,19654,,5.34,16.20,5.97,0.13,15.5,3.93,,,,,,,,,40,,,,,,,,,,,,,,,,,
5131,19655,,6.24,6.76,0.12,0.58,6.19,0.05,,,,121,0.12,11,115,145,57.6,0.5,0.01,,10,2,20,1.25,0.095,,,0.032,0.21,0.29,0.55,0.045,30,0.32
5132,19656,,7.93,13.50,,0,12,0,,,,,,,,,30,,,,,,,,,,,,,,,,,
5133,19657,,5.23,14.70,3.31,0.12,14.3,2.2,,,,180,,,,,35.5,,,,,,,1,,,,,,,,,,
5134,19658,,5.36,13.50,2.98,0.36,12.8,1.94,,,,,,,,,42.5,,,,,,,,,,,,,,,,,
5135,19659,,5.18,13.40,5.53,0.68,12.5,3.59,,,,93.3,1,9.5,98,121,52.2,,,,54,9,50,0.2,0.1,,0.5,0.04,0.17,0.1,0.4,0.05,15.4,0.44
5136,19661,390.00,6.70,9.34,2.80,1,9.3,1.79,0.57,0.06,,110,0.06,9.4,110,140,21,0.37,0.01,,20,25.2,30.5,0.25,0.13,0.8,0.5,0.015,0.18,0.1,0.45,0.024,14.7,0.24
5137,19662,,6.42,12.20,2.63,0.2,10.9,1.46,0.6,0.07,,155,0.05,9.2,120,110,29.2,0.41,0.01,,20,25.8,58.4,1.16,0.15,0.8,0.5,0.044,0.17,0.1,0.24,0.029,151,0.35
